184.7,176.2,
170.3,176.2,
170.1,176.2,
170.0,176.2,
198.7,178.2,
170.0,182.3,
169.9,182.3,
198.6,186.4,
198.7,184.3,
170.0,186.4,
198.7,188.5,
184.4,186.4,
184.4,182.3,
184.4,186.4,
184.4,184.4,
170.0,180.3,
198.7,180.2,
184.4,182.3,
155.6,180.2,
184.1,182.2,
198.6,182.2,
169.9,180.1,
184.1,186.2,
198.6,186.3,
169.9,184.2,
198.6,188.3,
184.3,192.5,
184.3,190.5,
198.7,194.7,
213.3,192.8,
184.7,194.9,
199.1,195.0,
184.9,193.0,
199.3,186.9,
185.0,184.9,
185.0,180.8,
170.6,180.7,
170.4,174.5,
170.3,172.3,
184.6,170.2,
155.7,170.0,
169.9,174.0,
169.7,176.0,
169.6,175.9,
198.3,184.0,
184.0,188.2,
184.0,192.3,
212.9,196.5,
198.7,190.5,
198.9,194.7,
199.0,194.8,
155.9,190.7,
213.3,186.7,
184.7,184.6,
184.7,180.5,
170.3,186.7,
184.6,180.5,
170.1,182.5,
198.9,182.5,
170.1,184.5,
198.9,182.5,
184.6,186.6,
184.6,186.6,
170.1,186.6,
198.9,184.6,
199.0,184.6,
170.3,186.6,
184.6,190.8,
184.6,188.8,
199.0,186.8,
199.1,190.9,
184.9,191.0,
184.9,191.0,
199.3,189.0,
185.0,184.9,
185.0,182.9,
185.0,178.7,
170.6,174.6,
170.4,172.4,
155.9,170.2,
170.0,168.0,
169.9,169.9,
169.7,173.9,
169.6,180.0,
183.9,182.0,
198.3,184.0,
198.4,186.1,
184.1,188.2,
184.1,188.2,
184.1,184.1,
184.1,182.1,
184.1,184.1,
169.7,184.1,
184.0,184.1,
198.4,184.1,
184.1,186.2,
184.1,190.3,
184.1,190.4,
198.6,188.4,
198.7,190.5,
184.4,192.6,
184.4,192.7,
198.9,188.6,
199.0,186.6,
184.7,188.7,
170.3,186.7,
184.6,180.5,
199.0,178.4,
170.3,178.3,
155.7,178.3,
184.3,174.1,
184.3,169.9,
169.9,173.9,
155.3,182.0,
169.4,179.9,
198.1,181.9,
212.7,186.0,
169.7,194.3,
198.4,198.5,
198.6,196.6,
213.1,190.6,
199.0,192.7,
184.7,190.7,
170.3,186.6,
184.6,180.5,
184.6,176.3,
170.1,174.2,
170.0,176.1,
169.9,176.0,
169.7,171.8,
184.0,175.8,
184.0,177.8,
155.1,179.8,
198.1,181.8,
183.9,181.8,
183.9,183.9,
183.9,192.1,
183.9,190.1,
198.3,190.2,
212.9,192.3,
184.3,192.4,
184.3,194.5,
198.7,192.6,
184.4,186.5,
198.9,186.5,
184.6,186.5,
170.1,182.4,
184.4,180.3,
184.4,176.2,
170.0,176.1,
169.9,178.1,
169.7,178.0,
184.0,177.9,
184.0,179.9,
184.0,186.1,
184.0,190.2,
184.0,188.2,
212.9,188.3,
198.7,188.3,
170.0,190.4,
184.3,190.5,
184.3,184.3,
198.7,178.2,
184.4,182.2,
170.0,182.2,
155.4,182.2,
198.4,178.0,
184.1,178.0,
184.1,180.0,
169.7,186.1,
184.0,182.0,
184.0,182.0,
198.4,184.0,
169.7,186.1,
184.0,188.2,
198.4,186.2,
184.1,184.1,
198.6,186.2,
169.9,184.1,
184.1,180.0,
184.1,177.9,
169.7,173.7,
169.6,177.8,
169.4,177.7,
169.3,179.7,
198.0,183.8,
183.7,183.8,
198.1,185.8,
198.3,187.9,
169.6,188.0,
183.9,190.1,
183.9,186.0,
198.3,181.9,
198.4,183.9,
169.7,186.0,
169.6,186.0,
183.9,181.9,
198.3,179.8,
184.0,181.9,
169.6,186.0,
183.9,188.0,
183.9,184.0,
198.3,181.9,
198.4,183.9,
169.7,181.9,
169.6,181.9,
183.9,177.7,
169.4,173.5,
183.7,177.6,
169.3,179.6,
169.1,179.5,
197.9,181.5,
183.6,181.5,
183.6,185.6,
183.6,187.7,
183.6,185.7,
198.0,187.8,
183.7,187.8,
183.7,185.8,
198.1,183.7,
183.9,181.7,
169.4,185.8,
169.3,185.8,
183.6,185.8,
212.4,185.8,
183.9,190.0,
198.3,194.2,
184.0,194.3,
198.4,186.1,
198.6,186.1,
184.3,184.1,
155.4,184.1,
184.0,180.0,
184.0,177.9,
184.0,177.8,
169.6,186.0,
183.9,184.0,
183.9,179.8,
212.7,179.8,
169.7,183.9,
155.1,183.9,
183.7,183.9,
198.1,179.8,
183.9,183.8,
183.9,188.0,
183.9,190.1,
198.3,188.1,
184.0,188.1,
198.4,188.1,
184.1,186.1,
184.1,184.1,
184.1,186.1,
169.7,182.0,
184.0,180.0,
198.4,179.9,
169.7,179.9,
169.6,179.8,
183.9,179.8,
183.9,179.8,
169.4,179.7,
183.7,181.7,
198.1,181.7,
169.4,181.7,
183.7,185.8,
183.7,187.9,
183.7,183.8,
198.1,187.9,
198.3,192.1,
169.6,192.2,
198.3,192.2,
212.9,188.2,
184.3,182.1,
184.3,184.1,
169.9,182.0,
155.3,175.8,
183.9,175.8,
183.9,175.7,
169.4,181.8,
183.7,187.9,
183.7,185.9,
212.6,185.9,
198.4,188.0,
169.7,188.1,
184.0,188.1,
184.0,182.0,
184.0,177.8,
184.0,183.9,
169.6,183.9,
169.4,183.9,
212.6,183.9,
184.0,183.9,
184.0,186.0,
184.0,190.1,
184.0,182.0,
184.0,181.9,
198.4,181.9,
155.3,179.8,
183.9,179.8,
183.9,179.8,
169.4,177.7,
183.7,183.8,
183.7,185.8,
183.7,185.9,
198.1,187.9,
198.3,188.0,
184.0,188.0,
184.0,188.1,
184.0,186.0,
184.0,181.9,
184.0,181.9,
184.0,184.0,
169.6,184.0,
183.9,184.0,
198.3,184.0,
184.0,184.0,
184.0,186.0,
184.0,184.0,
184.0,179.9,
184.0,179.8,
169.6,177.7,
169.4,175.6,
183.7,175.5,
169.3,175.4,
169.1,179.5,
183.4,185.6,
183.4,183.6,
197.9,187.7,
212.4,191.9,
169.4,191.9,
198.1,192.0,
198.3,190.0,
184.0,181.9,
184.0,183.9,
184.0,179.8,
155.1,175.6,
183.7,175.5,
169.3,177.5,
169.1,177.4,
183.4,183.6,
197.9,185.6,
183.6,189.8,
198.0,194.0,
198.1,194.1,
198.3,190.0,
198.4,190.1,
184.1,188.1,
169.7,186.1,
184.0,184.0,
184.0,182.0,
184.0,182.0,
184.0,181.9,
184.0,179.9,
184.0,177.8,
169.6,177.7,
169.4,177.6,
169.3,177.6,
183.6,177.5,
183.6,181.6,
183.6,183.6,
183.6,187.7,
198.0,187.8,
183.7,185.8,
198.1,185.8,
183.9,185.8,
169.4,185.8,
183.7,185.8,
183.7,183.8,
